Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Age group (product.metafields.shopify.age-group),Bracelet design (product.metafields.shopify.bracelet-design),Color (product.metafields.shopify.color-pattern),Earring design (product.metafields.shopify.earring-design),Hardware material (product.metafields.shopify.hardware-material),Jewelry material (product.metafields.shopify.jewelry-material),Jewelry type (product.metafields.shopify.jewelry-type),Necklace design (product.metafields.shopify.necklace-design),Ring design (product.metafields.shopify.ring-design),Ring size (product.metafields.shopify.ring-size),Target gender (product.metafields.shopify.target-gender),Watch display (product.metafields.shopify.watch-display),Watch features (product.metafields.shopify.watch-features),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
r-hammer-texture-pattern-gp,,,,,,,,,size-6,,,,,,,,RG-JB13753 GP-2,0.0,,0,deny,manual,550000,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
r-hammer-texture-pattern-gp,,,,,,,,,size-7,,,,,,,,RG-JB13753 GP-3,0.0,,0,deny,manual,550000,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
r-hammer-texture-pattern-gp,,,,,,,,,size-8,,,,,,,,RG-JB13753 GP-4,0.0,,0,deny,manual,550000,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
r-hammer-texture-pattern-gp,,,,,,,,,size-9,,,,,,,,RG-JB13753 GP-5,0.0,,0,deny,manual,550000,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
r-hammer-texture-pattern-gp,,,,,,,,,size-10,,,,,,,,RG-JB13753 GP-6,0.0,,0,deny,manual,550000,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
r-monstera-leaf-open,R MONSTERA LEAF OPEN,"<p><strong>Product Name:</strong><span> </span>R MONSTERA LEAF OPEN</p>
<p><span><strong>Material:</strong> </span><span>S925 Silver </span></p>
<p><strong>Stone:</strong><span> None</span></p>
<p><span><strong>Warranty:</strong> </span><span>All of our jewelry products come with a lifetime warranty.</span></p>",VIETJEWELERS,Apparel & Accessories > Jewelry > Rings,Gold plate silver ring,Gold plate silver ring,true,Ring size,size-5,product.metafields.shopify.ring-size,,,,,,,,0.0,shopify,5,deny,manual,590000,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0660/3033/8244/files/RG-JB13471-GP-44749.jpg?v=1740834550,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,size-5; size-6; size-7; size-8; size-9; size-10,,,,,,,,,kg,,,active
r-monstera-leaf-open,,,,,,,,,size-6,,,,,,,,,0.0,shopify,5,deny,manual,590000,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
r-monstera-leaf-open,,,,,,,,,size-7,,,,,,,,,0.0,shopify,5,deny,manual,590000,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
r-monstera-leaf-open,,,,,,,,,size-8,,,,,,,,,0.0,shopify,5,deny,manual,590000,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
r-monstera-leaf-open,,,,,,,,,size-9,,,,,,,,,0.0,shopify,5,deny,manual,590000,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
r-monstera-leaf-open,,,,,,,,,size-10,,,,,,,,,0.0,shopify,5,deny,manual,590000,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
r-triple-sun-flower-ox,R TRIPLE SUN FLOWER OX,"<p><strong>Product Name:</strong><span> </span>R TRIPLE SUN FLOWER OX</p>
<p><span><strong>Material:</strong> </span><span>S925 Silver </span></p>
<p><strong>Stone:</strong><span> None</span></p>
<p><span><strong>Warranty:</strong> </span><span>All of our jewelry products come with a lifetime warranty.</span></p>",VIETJEWELERS,Apparel & Accessories > Jewelry > Rings,Silver ring,"buy jewelry, buy jewelry in Vietnam, gold jewelry, handmade jewelry, hanoi jewelry, jewellery hanoi, jewellery shops hanoi, jewelry hanoi, jewelry in vietnam, jewelry vietnam, ring, silver jewelry, viet jewelers, viet jewelry, viet jewelrys",true,Ring size,size-5,product.metafields.shopify.ring-size,,,,,,,TFRG-JB13228 OX-1,0.0,,0,deny,manual,420000,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0660/3033/8244/files/RG-JB13228-OX-45234.jpg?v=1740834551,1,"",false,,,,,,,,,,,,,,,,,,floral,,,silver,fine-jewelry,,band,size-5; size-6; size-7; size-8; size-9; size-10,unisex,,,,,,,,kg,,,active
r-triple-sun-flower-ox,,,,,,,,,size-6,,,,,,,,TFRG-JB13228 OX-2,0.0,,0,deny,manual,420000,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
r-triple-sun-flower-ox,,,,,,,,,size-7,,,,,,,,TFRG-JB13228 OX-3,0.0,,0,deny,manual,420000,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
r-triple-sun-flower-ox,,,,,,,,,size-8,,,,,,,,TFRG-JB13228 OX-4,0.0,,0,deny,manual,420000,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
r-triple-sun-flower-ox,,,,,,,,,size-9,,,,,,,,TFRG-JB13228 OX-5,0.0,,0,deny,manual,420000,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
r-triple-sun-flower-ox,,,,,,,,,size-10,,,,,,,,TFRG-JB13228 OX-6,0.0,,0,deny,manual,420000,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
r-open-hammer-texture-pattern-gp,R OPEN HAMMER TEXTURE PATTERN GP,"<p><strong>Product Name:</strong><span> </span>R OPEN HAMMER TEXTURE PATTERN GP</p>
<p><span><strong>Material:</strong> </span><span>S925 Silver </span></p>
<p><strong>Stone:</strong><span> None</span></p>
<p><span><strong>Warranty:</strong> </span><span>All of our jewelry products come with a lifetime warranty.</span></p>",VIETJEWELERS,Apparel & Accessories > Jewelry > Rings,Gold plate silver ring,Gold plate silver ring,true,Title,Default Title,,,,,,,,TFRG-JB9657 GP,0.0,,0,deny,manual,790000,550000,true,true,,,,,,https://cdn.shopify.com/s/files/1/0660/3033/8244/files/RG-JB9657-GP-40270.jpg?v=1740834551,1,"",false,,,,,,,,,,,,,,,,,,gold,,,gold,fine-jewelry,,band,,,,,,,,,,kg,,,active
r-dainty-tree-branch,R DAINTY TREE BRANCH,"<p><strong>Product Name:</strong><span> </span>R DAINTY TREE BRANCH</p>
<p><span><strong>Material:</strong> </span><span>S925 Silver </span></p>
<p><strong>Stone:</strong><span> None</span></p>
<p><span><strong>Warranty:</strong> </span><span>All of our jewelry products come with a lifetime warranty.</span></p>",VIETJEWELERS,Apparel & Accessories > Jewelry > Rings,Silver ring,"buy jewelry, buy jewelry in Vietnam, gold jewelry, handmade jewelry, hanoi jewelry, jewellery hanoi, jewellery shops hanoi, jewelry hanoi, jewelry in vietnam, jewelry vietnam, ring, silver jewelry, viet jewelers, viet jewelry, viet jewelrys",true,Title,Default Title,,,,,,,,TFRG-JB8616,0.0,,0,deny,manual,390000,390000,true,true,,,,,,https://cdn.shopify.com/s/files/1/0660/3033/8244/files/RG-JB8616-30512.jpg?v=1740834552,1,"",false,,,,,,,,,,,,,,,,,,silver,,,khac,imitation-jewelry,,,,,,,,,,,,kg,,,active
ek-multi-rectangle-gem,EK MULTI RECTANGLE GEM,"<p><strong>Product Name:</strong><span> </span>EK MULTI RECTANGLE GEM</p>
<p><span><strong>Material:</strong> </span><span>S925 Silver </span></p>
<p><strong>Stone:</strong><span> None</span></p>
<p><span><strong>Warranty:</strong> </span><span>All of our jewelry products come with a lifetime warranty.</span></p>",VIETJEWELERS,Apparel & Accessories > Jewelry > Earrings,Ear Cuff,"buy jewelry, buy jewelry in Vietnam, gold jewelry, handmade jewelry, hanoi jewelry, jewellery hanoi, jewellery shops hanoi, jewelry hanoi, jewelry in vietnam, jewelry vietnam, ring, silver jewelry, viet jewelers, viet jewelry, viet jewelrys",true,Title,Default Title,,,,,,,,TFEP-JB17595,0.0,,0,continue,manual,690000,690000,true,true,,,,,,https://cdn.shopify.com/s/files/1/0660/3033/8244/files/EP-JB17595-44678_CZ_Crystal.jpg?v=1740834553,1,"",false,,,,,,,,,,,,,,,,,,silver,dinh-tan,,silver,fine-jewelry,,,,female,,,,,,,,kg,,,active
ec-thick-curve,EC THICK CURVE,"<p><strong>Product Name:</strong><span> </span>EC THICK CURVE</p>
<p><span><strong>Material:</strong> </span><span>S925 Silver </span></p>
<p><strong>Stone:</strong><span> None</span></p>
<p><span><strong>Warranty:</strong> </span><span>All of our jewelry products come with a lifetime warranty.</span></p>",VIETJEWELERS,Apparel & Accessories > Jewelry > Bracelets,Ear Cuff,"buy jewelry, buy jewelry in Vietnam, gold jewelry, handmade jewelry, hanoi jewelry, jewellery hanoi, jewellery shops hanoi, jewelry hanoi, jewelry in vietnam, jewelry vietnam, ring, silver jewelry, viet jewelers, viet jewelry, viet jewelrys",true,Title,Default Title,,,,,,,,TFEC-MI015,0.0,shopify,0,continue,manual,290000,190000,true,true,,,,,,https://cdn.shopify.com/s/files/1/0660/3033/8244/files/EC-MI015-41695.jpg?v=1740834554,1,"",false,,,,,,,,,,,,,,,,,,chan-may-trong-suot,,,,imitation-jewelry,,,,,,,,,,,,kg,,,active
ec-lizzard,EC LIZZARD,"<p><strong>Product Name:</strong><span> </span>EC LIZZARD</p>
<p><span><strong>Material:</strong> </span><span>S925 Silver </span></p>
<p><strong>Stone:</strong><span> None</span></p>
<p><span><strong>Warranty:</strong> </span><span>All of our jewelry products come with a lifetime warranty.</span></p>",VIETJEWELERS,Apparel & Accessories > Jewelry > Earrings,Ear Cuff,"buy jewelry, buy jewelry in Vietnam, gold jewelry, handmade jewelry, hanoi jewelry, jewellery hanoi, jewellery shops hanoi, jewelry hanoi, jewelry in vietnam, jewelry vietnam, ring, silver jewelry, viet jewelers, viet jewelry, viet jewelrys",true,Title,Default Title,,,,,,,,TFEC-MI007 OX,0.0,shopify,0,continue,manual,350000,190000,true,true,,,,,,https://cdn.shopify.com/s/files/1/0660/3033/8244/files/EC-MI007-OX-41687.jpg?v=1740834555,1,"",false,,,,,,,,,,,,,,,,adults,,dong-vat,dinh-tan,,silver,imitation-jewelry,,,,unisex,,,,,,,,kg,,,active
ec-triple-open-line-gp,EC TRIPLE OPEN LINE GP,"<p><strong>Product Name:</strong><span> </span>EC TRIPLE OPEN LINE</p>
<p><span><strong>Material:</strong> </span><span>S925 Silver </span></p>
<p><strong>Stone:</strong><span> None</span></p>
<p><span><strong>Warranty:</strong> </span><span>All of our jewelry products come with a lifetime warranty.</span></p>",VIETJEWELERS,Apparel & Accessories > Jewelry > Bracelets,Ear Cuff,Gold plate silver earring,true,Title,Default Title,,,,,,,,TFEC-JB15170 GP,0.0,shopify,0,continue,manual,390000,220000,true,true,,,,,,https://cdn.shopify.com/s/files/1/0660/3033/8244/files/EC-JB15170-GP-45780.jpg?v=1740834555,1,"",false,,,,,,,,,,,,,,,,,co-tay-ao,silver,,,silver,imitation-jewelry,,,,,,,,,,,,kg,,,active
ec-triple-open-line,EC TRIPLE OPEN LINE,"<p><strong>Product Name:</strong><span> </span>EC TRIPLE OPEN LINE</p>
<p><span><strong>Material:</strong> </span><span>S925 Silver </span></p>
<p><strong>Stone:</strong><span> None</span></p>
<p><span><strong>Warranty:</strong> </span><span>All of our jewelry products come with a lifetime warranty.</span></p>",VIETJEWELERS,Apparel & Accessories > Jewelry > Bracelets,Ear Cuff,"buy jewelry, buy jewelry in Vietnam, gold jewelry, handmade jewelry, hanoi jewelry, jewellery hanoi, jewellery shops hanoi, jewelry hanoi, jewelry in vietnam, jewelry vietnam, ring, silver jewelry, viet jewelers, viet jewelry, viet jewelrys",true,Title,Default Title,,,,,,,,TFEC-JB15170,0.0,shopify,0,continue,manual,390000,210000,true,true,,,,,,https://cdn.shopify.com/s/files/1/0660/3033/8244/files/EC-JB15170-46372.jpg?v=1740834556,1,"",false,,,,,,,,,,,,,,,,,co-tay-ao,silver,,,silver,imitation-jewelry,,,,,,,,,,,,kg,,,active
ec-double-line-twist-line-gp,EC DOUBLE LINE TWIST,"<p><strong>Product Name:</strong><span> EC DOUBLE LINE TWIST LINE GP</span></p>
<p><span><strong>Material:</strong> </span><span>S925 Silver </span></p>
<p><strong>Stone:</strong><span> None</span></p>
<p><span><strong>Warranty:</strong> </span><span>All of our jewelry products come with a lifetime warranty.</span></p>",VIETJEWELERS,Apparel & Accessories > Jewelry > Earrings,Ear Cuff,"buy jewelry, buy jewelry in Vietnam, gold jewelry, handmade jewelry, hanoi jewelry, jewellery hanoi, jewellery shops hanoi, jewelry hanoi, jewelry in vietnam, jewelry vietnam, ring, silver jewelry, viet jewelers, viet jewelry, viet jewelrys",true,Title,Default Title,,,,,,,,TFEC-JB13446,0.0,,0,deny,manual,320000,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0660/3033/8244/files/EC-JB13446-40406.jpg?v=1740834557,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
ec-hammer-texture-pattern-gp,EC HAMMER TEXTURE PATTERN GP,"<p><strong>Product Name:</strong><span> </span>EC HAMMER TEXTURE PATTERN GP</p>
<p><span><strong>Material:</strong> </span><span>S925 Silver </span></p>
<p><strong>Stone:</strong><span> None</span></p>
<p><span><strong>Warranty:</strong> </span><span>All of our jewelry products come with a lifetime warranty.</span></p>",VIETJEWELERS,Apparel & Accessories > Jewelry > Earrings,Ear Cuff,Gold plate silver earring,true,Title,Default Title,,,,,,,,,0.0,shopify,100,continue,manual,390000,230000,true,true,,,,,,https://cdn.shopify.com/s/files/1/0660/3033/8244/files/EC-JB8076-GP-42079.jpg?v=1740834558,1,"",false,,,,,,,,,,,,,,,,,,silver,dinh-tan,,silver,imitation-jewelry,,,,female,,,,,,,,kg,,,active
ec-cross-1,EC CROSS,"<p><strong>Product Name:</strong><span> </span>EC CROSS</p>
<p><span><strong>Material:</strong> </span><span>S925 Silver </span></p>
<p><strong>Stone:</strong><span> None</span></p>
<p><span><strong>Warranty:</strong> </span><span>All of our jewelry products come with a lifetime warranty.</span></p>",VIETJEWELERS,Apparel & Accessories > Jewelry > Earrings,Ear Cuff,"buy jewelry, buy jewelry in Vietnam, gold jewelry, handmade jewelry, hanoi jewelry, jewellery hanoi, jewellery shops hanoi, jewelry hanoi, jewelry in vietnam, jewelry vietnam, ring, silver jewelry, viet jewelers, viet jewelry, viet jewelrys",true,Title,Default Title,,,,,,,,TFEC-JB7231,0.0,shopify,100,continue,manual,190000,190000,true,true,,,,,,https://cdn.shopify.com/s/files/1/0660/3033/8244/files/EC-JB7231-30913.jpg?v=1740834559,1,"",false,,,,,,,,,,,,,,,,,,silver,dinh-tan,,silver,imitation-jewelry,,,,female,,,,,,,,kg,,,active
ec-simple-line-gp,EC SIMPLE LINE GP,"<p><strong>Product Name:</strong><span> </span>EC SIMPLE LINE GP</p>
<p><span><strong>Material:</strong> </span><span>S925 Silver </span></p>
<p><strong>Stone:</strong><span> None</span></p>
<p><span><strong>Warranty:</strong> </span><span>All of our jewelry products come with a lifetime warranty.</span></p>",VIETJEWELERS,Apparel & Accessories > Jewelry > Earrings,Ear Cuff,Gold plate silver earring,true,Title,Default Title,,,,,,,,TFEC-APS1758,0.0,shopify,100,continue,manual,190000,190000,true,true,,,,,,https://cdn.shopify.com/s/files/1/0660/3033/8244/files/EC-APS1758-33266.jpg?v=1740834559,1,"",false,,,,,,,,,,,,,,,,,,silver,dinh-tan,,silver,imitation-jewelry,,,,female,,,,,,,,kg,,,active
r-midi-twisted-spiral,R MIDI TWISTED SPIRAL,"<p><strong>Product Name:</strong><span> </span>R MIDI TWISTED SPIRAL</p>
<p><span><strong>Material:</strong> </span><span>S925 Silver </span></p>
<p><strong>Stone:</strong><span> None </span></p>
<p><span><strong>Warranty:</strong> </span><span>All of our jewelry products come with a lifetime warranty.</span></p>
<!---->",VIETJEWELERS,Apparel & Accessories > Jewelry > Rings,Silver ring,"buy jewelry, buy jewelry in Vietnam, gold jewelry, handmade jewelry, hanoi jewelry, jewellery hanoi, jewellery shops hanoi, jewelry hanoi, jewelry in vietnam, jewelry vietnam, ring, silver jewelry, viet jewelers, viet jewelry, viet jewelrys",true,Ring size,size-5,product.metafields.shopify.ring-size,,,,,,,RG-JB17233,0.0,,0,deny,manual,550000,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0660/3033/8244/files/r-midi-twisted-spiral.jpg?v=1740834560,1,"",false,,,,,,,,,,,,,,,,adults,,gold; silver,,,silver,fine-jewelry,,band,size-5; size-6; size-7; size-8; size-9; size-10,unisex,,,,,,,,kg,,,active
r-midi-twisted-spiral,,,,,,,,,size-6,,,,,,,,RG-JB17234,0.0,,0,deny,manual,550000,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
r-midi-twisted-spiral,,,,,,,,,size-7,,,,,,,,RG-JB17235,0.0,,0,deny,manual,550000,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
r-midi-twisted-spiral,,,,,,,,,size-8,,,,,,,,RG-JB17236,0.0,,0,deny,manual,550000,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
r-midi-twisted-spiral,,,,,,,,,size-9,,,,,,,,RG-JB17237,0.0,,0,deny,manual,550000,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
r-midi-twisted-spiral,,,,,,,,,size-10,,,,,,,,RG-JB17238,0.0,,0,deny,manual,550000,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
r-ouroboros-snake-gp,R OUROBOROS SNAKE GP,"<p><strong>Product Name:</strong><span> </span>R OUROBOROS SNAKE GP</p>
<p><span><strong>Material:</strong> </span><span>S925 Silver </span></p>
<p><strong>Stone:</strong><span> None </span></p>
<p><span><strong>Warranty:</strong> </span><span>All of our jewelry products come with a lifetime warranty.</span></p>
<!---->",VIETJEWELERS,Apparel & Accessories > Jewelry > Rings,Gold plate silver ring,Gold plate silver ring,true,Title,Default Title,,,,,,,,RG-JB11818 GP,0.0,,0,deny,manual,550000,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0660/3033/8244/files/r-ouroboros-snake-gp.jpg?v=1740834561,1,"",false,,,,,,,,,,,,,,,,adults,,dong-vat,,,gold,fine-jewelry,,band,,unisex,,,,,,,,kg,,,active
n-sun-gp,N SUN GP,"<p><strong>Product Name:</strong><span> </span>N SUN GP</p>
<p><span><strong>Material:</strong> </span><span>S925 Silver </span></p>
<p><strong>Stone:</strong><span> None </span></p>
<p><span><strong>Warranty:</strong> </span><span>All of our jewelry products come with a lifetime warranty.</span></p>
<!---->",VIETJEWELERS,Apparel & Accessories > Jewelry > Charms & Pendants,Silver necklace,Gold plate silver necklace,true,Title,Default Title,,,,,,,,FORZ25-TOP-JB13784 GP,0.0,,0,deny,manual,850000,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0660/3033/8244/files/n-sun-gp.jpg?v=1740834561,1,"",false,,,,,adult,,,,,,,,,,,adults,,gold,,,silver,fine-jewelry,,,,unisex,,,,,,,,kg,,,active
n-circle-lotus-gem-gp,N CIRCLE LOTUS GEM GP,"<p><strong>Product Name:</strong><span> </span>N CIRCLE LOTUS GEM GP</p>
<p><span><strong>Material:</strong> </span><span>S925 Silver </span></p>
<p><strong>Stone:</strong><span> CZ</span></p>
<p><span><strong>Warranty:</strong> </span><span>All of our jewelry products come with a lifetime warranty.</span></p>
<!---->",VIETJEWELERS,Apparel & Accessories > Jewelry > Charms & Pendants,Silver necklace,Gold plate silver necklace,true,Title,Default Title,,,,,,,,TFFORZ25-TOP-JB9857 GP,0.0,,-1,deny,manual,500000,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0660/3033/8244/files/n-circle-lotus-gem-gp.jpg?v=1740834562,1,"",false,,,,,,,,,,,,,,,,adults,,gold,,,silver,fine-jewelry,,,,unisex,,,,,,,,kg,,,active
n-sunflower-opal-blue,N SUNFLOWER OPAL BLUE,"<p><strong>Product Name:</strong><span> </span>N SUNFLOWER OPAL BLUE</p>
<p><span><strong>Material:</strong> </span><span>S925 Silver </span></p>
<p><strong>Stone:</strong><span> Cz</span></p>
<p><span><strong>Warranty:</strong> </span><span>All of our jewelry products come with a lifetime warranty.</span></p>
<!---->",VIETJEWELERS,Apparel & Accessories > Jewelry > Charms & Pendants,Silver necklace,"buy jewelry, buy jewelry in Vietnam, gold jewelry, handmade jewelry, hanoi jewelry, jewellery hanoi, jewellery shops hanoi, jewelry hanoi, jewelry in vietnam, jewelry vietnam, ring, silver jewelry, viet jewelers, viet jewelry, viet jewelrys",true,Title,Default Title,,,,,,,,FORZ25-45CM-TOP JB18415,0.0,,0,deny,manual,400000,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0660/3033/8244/files/n-sunflower-opal-blue.jpg?v=1740834563,1,"",false,,,,,,,,,,,,,,,,,,floral,,,silver,fine-jewelry,,,,unisex,,,,,,,,kg,,,active
n-cross-black-gem-gp,N CROSS BLACK GEM GP,"<p><strong>Product Name:</strong><span> </span>N CROSS BLACK GEM GP</p>
<p><span><strong>Material:</strong> </span><span>S925 Silver </span></p>
<p><strong>Stone:</strong><span> None </span></p>
<p><span><strong>Warranty:</strong> </span><span>All of our jewelry products come with a lifetime warranty.</span></p>
<!---->",VIETJEWELERS,Apparel & Accessories > Jewelry > Charms & Pendants,Silver necklace,Gold plate silver necklace,true,Title,Default Title,,,,,,,,FORZ25-45CM-TOP-JB12960 GP,0.0,,0,deny,manual,450000,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0660/3033/8244/files/n-cross-black-gem-gp.jpg?v=1740834564,1,"",false,,,,,,,,,,,,,,,,adults,,gold,,,silver,fine-jewelry,,,,unisex,,,,,,,,kg,,,active
n-butterfly-gem-gp,N BUTTERFLY GEM GP,"<p><strong>Product Name:</strong><span> </span>N BUTTERFLY GEM GP</p>
<p><span><strong>Material:</strong> </span><span>S925 Silver </span></p>
<p><strong>Stone:</strong><span> None </span></p>
<p><span><strong>Warranty:</strong> </span><span>All of our jewelry products come with a lifetime warranty.</span></p>
<!---->",VIETJEWELERS,Apparel & Accessories > Jewelry > Charms & Pendants,Silver necklace,Gold plate silver necklace,true,Title,Default Title,,,,,,,,FORZ25-45CM-BH-JB16938 GP,0.0,,0,deny,manual,390000,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0660/3033/8244/files/n-butterfly-gem-gp.jpg?v=1740834564,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
n-laurel-half-multi-gem,N LAUREL HALF MULTI GEM,"<p><strong>Product Name:</strong><span> </span>N LAUREL HALF MULTI GEM</p>
<p><span><strong>Material:</strong> </span><span>S925 Silver </span></p>
<p><strong>Stone:</strong><span> CZ</span></p>
<p><span><strong>Warranty:</strong> </span><span>All of our jewelry products come with a lifetime warranty.</span></p>
<!---->",VIETJEWELERS,Apparel & Accessories > Jewelry > Charms & Pendants,Silver necklace,"buy jewelry, buy jewelry in Vietnam, gold jewelry, handmade jewelry, hanoi jewelry, jewellery hanoi, jewellery shops hanoi, jewelry hanoi, jewelry in vietnam, jewelry vietnam, ring, silver jewelry, viet jewelers, viet jewelry, viet jewelrys",true,Title,Default Title,,,,,,,,FORZ25-45CM-BH-JB16846,0.0,,0,deny,manual,500000,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0660/3033/8244/files/n-laurel-half-multi-gem.jpg?v=1740834565,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
n-anchor-red-heart-gem,N ANCHOR RED HEART GEM,"<p><strong>Product Name:</strong><span> R INDI GARNET</span></p>
<p><span><strong>Material:</strong> </span><span>S925 Silver </span></p>
<p><strong>Stone:</strong><span> CZ</span></p>
<p><span><strong>Warranty:</strong> </span><span>All of our jewelry products come with a lifetime warranty.</span></p>
<!---->",VIETJEWELERS,Apparel & Accessories > Jewelry > Charms & Pendants,Silver necklace,"buy jewelry, buy jewelry in Vietnam, gold jewelry, handmade jewelry, hanoi jewelry, jewellery hanoi, jewellery shops hanoi, jewelry hanoi, jewelry in vietnam, jewelry vietnam, ring, silver jewelry, viet jewelers, viet jewelry, viet jewelrys",true,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,450000,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0660/3033/8244/files/n-anchor-red-heart-gem.jpg?v=1740834566,1,"",false,,,,,,,,,,,,,,,,,,silver,,,silver,fine-jewelry,,,,unisex,,,,,,,,kg,,,active
es-lotus,ES LOTUS,"<p><strong>Product Name:</strong><span> </span>ES LOTUS</p>
<p><span><strong>Material:</strong> </span><span>S925 Silver </span></p>
<p><strong>Stone:</strong><span> None </span></p>
<p><span><strong>Warranty:</strong> </span><span>All of our jewelry products come with a lifetime warranty.</span></p>
<!---->",VIETJEWELERS,Apparel & Accessories > Jewelry > Earrings,Ear stud,"buy jewelry, buy jewelry in Vietnam, gold jewelry, handmade jewelry, hanoi jewelry, jewellery hanoi, jewellery shops hanoi, jewelry hanoi, jewelry in vietnam, jewelry vietnam, ring, silver jewelry, viet jewelers, viet jewelry, viet jewelrys",true,Title,Default Title,,,,,,,,ES-JB11275,0.0,,0,deny,manual,300000,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0660/3033/8244/files/es-lotus.jpg?v=1740834567,1,"",false,,,,,,,,,,,,,,,,adults,,floral,drop,,silver,fine-jewelry,,,,female,,,,,,,,kg,,,active
